2026-05-09 00:41:04 [scheduling-1] INFO  c.l.c.scheduler.ProtectionScheduler - Task reminder scheduler triggered
2026-05-09 14:19:49 [scheduling-1] INFO  c.l.c.scheduler.ProtectionScheduler - Task reminder scheduler triggered
2026-05-09 14:24:49 [scheduling-1] INFO  c.l.c.scheduler.ProtectionScheduler - Task reminder scheduler triggered
2026-05-09 14:29:49 [scheduling-1] INFO  c.l.c.scheduler.ProtectionScheduler - Task reminder scheduler triggered
2026-05-09 14:34:49 [scheduling-1] INFO  c.l.c.scheduler.ProtectionScheduler - Task reminder scheduler triggered
2026-05-09 14:37:25 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=2m33s90ms).
2026-05-09 14:45:55 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=6m29s517ms).
2026-05-09 15:01:21 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=15m26s590ms).
2026-05-09 15:02:48 [scheduling-1] INFO  c.l.c.scheduler.ProtectionScheduler - Task reminder scheduler triggered
2026-05-09 15:09:21 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=5m29s516ms).
2026-05-09 15:21:19 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=11m58s476ms).
2026-05-09 15:39:54 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=18m34s428ms).
2026-05-09 15:42:21 [scheduling-1] INFO  c.l.c.scheduler.ProtectionScheduler - Task reminder scheduler triggered
2026-05-09 15:47:17 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=4m53s581ms).
2026-05-09 16:17:53 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=30m36s11ms).
2026-05-09 16:38:45 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=18m21s734ms).
2026-05-09 16:43:39 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=4m53s671ms).
2026-05-09 16:44:06 [scheduling-1] INFO  c.l.c.scheduler.ProtectionScheduler - Task reminder scheduler triggered
2026-05-09 16:49:06 [scheduling-1] INFO  c.l.c.scheduler.ProtectionScheduler - Task reminder scheduler triggered
2026-05-09 16:54:06 [scheduling-1] INFO  c.l.c.scheduler.ProtectionScheduler - Task reminder scheduler triggered
2026-05-09 16:59:06 [scheduling-1] INFO  c.l.c.scheduler.ProtectionScheduler - Task reminder scheduler triggered
2026-05-09 17:04:06 [scheduling-1] INFO  c.l.c.scheduler.ProtectionScheduler - Task reminder scheduler triggered
2026-05-09 17:06:21 [restartedMain] INFO  com.lmi.crm.CrmApplication - Starting CrmApplication using Java 26.0.1 with PID 21634 (/Users/ajay/personal/lmi-crm/target/classes started by ajay in /Users/ajay/personal/lmi-crm)
2026-05-09 17:06:21 [restartedMain] DEBUG com.lmi.crm.CrmApplication - Running with Spring Boot v4.0.5, Spring v7.0.6
2026-05-09 17:06:21 [restartedMain] INFO  com.lmi.crm.CrmApplication - The following 1 profile is active: "local"
2026-05-09 17:06:22 [tomcat-shutdown] INFO  o.a.coyote.http11.Http11NioProtocol - Pausing ProtocolHandler ["http-nio-8080"]
2026-05-09 17:06:22 [Thread-1] INFO  o.a.coyote.http11.Http11NioProtocol - Stopping ProtocolHandler ["http-nio-8080"]
2026-05-09 17:06:23 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2026-05-09 17:06:23 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2026-05-09 17:06:23 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/11.0.20]
2026-05-09 17:06:24 [restartedMain] INFO  com.lmi.crm.CrmApplication - Starting CrmApplication using Java 26.0.1 with PID 63964 (/Users/ajay/personal/lmi-crm/target/classes started by ajay in /Users/ajay/personal/lmi-crm)
2026-05-09 17:06:24 [restartedMain] DEBUG com.lmi.crm.CrmApplication - Running with Spring Boot v4.0.5, Spring v7.0.6
2026-05-09 17:06:24 [restartedMain] INFO  com.lmi.crm.CrmApplication - The following 1 profile is active: "local"
2026-05-09 17:06:25 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2026-05-09 17:06:25 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2026-05-09 17:06:25 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/11.0.20]
2026-05-09 17:06:28 [restartedMain] DEBUG com.lmi.crm.config.JwtAuthFilter - Filter 'jwtAuthFilter' configured for use
2026-05-09 17:06:29 [restartedMain] DEBUG com.lmi.crm.config.JwtAuthFilter - Filter 'jwtAuthFilter' configured for use
2026-05-09 17:06:29 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2026-05-09 17:06:29 [restartedMain] INFO  com.lmi.crm.CrmApplication - Started CrmApplication in 7.48 seconds (process running for 8.031)
2026-05-09 17:06:29 [restartedMain] WARN  o.s.c.events.SpringDocAppInitializer - SpringDoc /v3/api-docs endpoint is enabled by default. To disable it in production, set the property 'springdoc.api-docs.enabled=false'
2026-05-09 17:06:29 [restartedMain] WARN  o.s.c.events.SpringDocAppInitializer - SpringDoc /swagger-ui.html endpoint is enabled by default. To disable it in production, set the property 'springdoc.swagger-ui.enabled=false'
2026-05-09 17:06:29 [scheduling-1] INFO  c.l.c.scheduler.ProtectionScheduler - Task reminder scheduler triggered
2026-05-09 17:06:29 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2026-05-09 17:06:29 [restartedMain] WARN  o.s.b.w.s.s.c.AnnotationConfigServletWebServerApplicationContext - Exception encountered during context initialization - cancelling refresh attempt: org.springframework.context.ApplicationContextException: Failed to start bean 'webServerStartStop'
2026-05-09 17:06:30 [restartedMain] ERROR o.s.b.d.LoggingFailureAnalysisReporter - 

***************************
APPLICATION FAILED TO START
***************************

Description:

Web server failed to start. Port 8080 was already in use.

Action:

Identify and stop the process that's listening on port 8080 or configure this application to listen on another port.

2026-05-09 17:10:56 [http-nio-8080-exec-2] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2026-05-09 17:10:56 [http-nio-8080-exec-2] DEBUG com.lmi.crm.config.JwtAuthFilter - JWT filter — POST /api/auth/login
2026-05-09 17:10:56 [http-nio-8080-exec-2] DEBUG com.lmi.crm.config.JwtAuthFilter - JWT filter — no Bearer token, continuing as anonymous — POST /api/auth/login
2026-05-09 17:10:56 [http-nio-8080-exec-2] INFO  com.lmi.crm.auth.AuthController - POST /api/auth/login — identifier: 3ad660f15e4e36@sandbox.smtp.mailtrap.io
2026-05-09 17:10:56 [http-nio-8080-exec-2] DEBUG com.lmi.crm.auth.AuthServiceImpl - login — attempting — identifier: 3ad660f15e4e36@sandbox.smtp.mailtrap.io
2026-05-09 17:10:57 [http-nio-8080-exec-2] DEBUG com.lmi.crm.auth.AuthServiceImpl - login — user found — userId: 2, role: LICENSEE, status: ACTIVE
2026-05-09 17:10:57 [http-nio-8080-exec-2] DEBUG com.lmi.crm.config.JwtUtil - JWT generated — userId: 2, role: LICENSEE, expiresAt: Sun May 10 17:10:57 IST 2026
2026-05-09 17:10:57 [http-nio-8080-exec-2] INFO  com.lmi.crm.auth.AuthServiceImpl - login — success — userId: 2, role: LICENSEE
2026-05-09 17:10:57 [http-nio-8080-exec-2] INFO  com.lmi.crm.auth.AuthController - POST /api/auth/login — success — userId: 2, role: LICENSEE
2026-05-09 17:11:17 [http-nio-8080-exec-3] DEBUG com.lmi.crm.config.JwtAuthFilter - JWT filter — GET /api/prospects
2026-05-09 17:11:17 [http-nio-8080-exec-3] DEBUG com.lmi.crm.config.JwtUtil - JWT validation passed
2026-05-09 17:11:17 [http-nio-8080-exec-3] DEBUG com.lmi.crm.config.JwtUtil - JWT extractUserId — userId: 2
2026-05-09 17:11:17 [http-nio-8080-exec-3] DEBUG com.lmi.crm.config.JwtAuthFilter - JWT filter — authenticated userId: 2, role: LICENSEE — GET /api/prospects
2026-05-09 17:11:17 [http-nio-8080-exec-3] INFO  c.l.crm.service.ProspectServiceImpl - getProspects — requestingUserId: 2, role: LICENSEE, getAll: false, typeFilter: PROSPECT, licenseeIdFilter: null, associateIdFilter: null, page: 0, limit: 5
2026-05-09 17:11:18 [http-nio-8080-exec-3] INFO  c.l.crm.service.ProspectServiceImpl - getProspects — requestingUserId: 2, overallTotal: 12, prospectCount: 12, clientCount: 0
2026-05-09 17:11:18 [http-nio-8080-exec-3] INFO  c.l.crm.service.ProspectServiceImpl - getProspects — paginated mode — requestingUserId: 2, page: 0, limit: 5
2026-05-09 17:11:29 [scheduling-1] INFO  c.l.c.scheduler.ProtectionScheduler - Task reminder scheduler triggered
2026-05-09 17:15:27 [http-nio-8080-exec-6] DEBUG com.lmi.crm.config.JwtAuthFilter - JWT filter — GET /api/prospects
2026-05-09 17:15:27 [http-nio-8080-exec-6] DEBUG com.lmi.crm.config.JwtUtil - JWT validation passed
2026-05-09 17:15:27 [http-nio-8080-exec-6] DEBUG com.lmi.crm.config.JwtUtil - JWT extractUserId — userId: 2
2026-05-09 17:15:27 [http-nio-8080-exec-6] DEBUG com.lmi.crm.config.JwtAuthFilter - JWT filter — authenticated userId: 2, role: LICENSEE — GET /api/prospects
2026-05-09 17:15:27 [http-nio-8080-exec-6] WARN  c.l.c.e.GlobalExceptionHandler - RuntimeException: Method parameter 'type': Failed to convert value of type 'java.lang.String' to required type 'com.lmi.crm.enums.ProspectType'; Failed to convert from type [java.lang.String] to type [@org.springframework.web.bind.annotation.RequestParam com.lmi.crm.enums.ProspectType] for value [PROSPECT?getAll=True]
2026-05-09 17:15:27 [http-nio-8080-exec-6] WARN  o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver - Resolved [org.springframework.web.method.annotation.MethodArgumentTypeMismatchException: Method parameter 'type': Failed to convert value of type 'java.lang.String' to required type 'com.lmi.crm.enums.ProspectType'; Failed to convert from type [java.lang.String] to type [@org.springframework.web.bind.annotation.RequestParam com.lmi.crm.enums.ProspectType] for value [PROSPECT?getAll=True]]
2026-05-09 17:16:29 [scheduling-1] INFO  c.l.c.scheduler.ProtectionScheduler - Task reminder scheduler triggered
2026-05-09 17:16:33 [http-nio-8080-exec-8] DEBUG com.lmi.crm.config.JwtAuthFilter - JWT filter — GET /api/prospects
2026-05-09 17:16:33 [http-nio-8080-exec-8] DEBUG com.lmi.crm.config.JwtUtil - JWT validation passed
2026-05-09 17:16:33 [http-nio-8080-exec-8] DEBUG com.lmi.crm.config.JwtUtil - JWT extractUserId — userId: 2
2026-05-09 17:16:33 [http-nio-8080-exec-8] DEBUG com.lmi.crm.config.JwtAuthFilter - JWT filter — authenticated userId: 2, role: LICENSEE — GET /api/prospects
2026-05-09 17:16:33 [http-nio-8080-exec-8] INFO  c.l.crm.service.ProspectServiceImpl - getProspects — requestingUserId: 2, role: LICENSEE, getAll: true, typeFilter: PROSPECT, licenseeIdFilter: null, associateIdFilter: null, page: 0, limit: 5
2026-05-09 17:16:34 [http-nio-8080-exec-8] INFO  c.l.crm.service.ProspectServiceImpl - getProspects — requestingUserId: 2, overallTotal: 12, prospectCount: 12, clientCount: 0
2026-05-09 17:16:34 [http-nio-8080-exec-8] INFO  c.l.crm.service.ProspectServiceImpl - getProspects — getAll mode — requestingUserId: 2
2026-05-09 17:17:17 [http-nio-8080-exec-9] DEBUG com.lmi.crm.config.JwtAuthFilter - JWT filter — POST /api/auth/login
2026-05-09 17:17:17 [http-nio-8080-exec-9] DEBUG com.lmi.crm.config.JwtAuthFilter - JWT filter — no Bearer token, continuing as anonymous — POST /api/auth/login
2026-05-09 17:17:17 [http-nio-8080-exec-9] INFO  com.lmi.crm.auth.AuthController - POST /api/auth/login — identifier: nagpalajay@gmail.com
2026-05-09 17:17:17 [http-nio-8080-exec-9] DEBUG com.lmi.crm.auth.AuthServiceImpl - login — attempting — identifier: nagpalajay@gmail.com
2026-05-09 17:17:18 [http-nio-8080-exec-9] DEBUG com.lmi.crm.auth.AuthServiceImpl - login — user found — userId: 1, role: SUPER_ADMIN, status: ACTIVE
2026-05-09 17:17:18 [http-nio-8080-exec-9] DEBUG com.lmi.crm.config.JwtUtil - JWT generated — userId: 1, role: SUPER_ADMIN, expiresAt: Sun May 10 17:17:18 IST 2026
2026-05-09 17:17:18 [http-nio-8080-exec-9] INFO  com.lmi.crm.auth.AuthServiceImpl - login — success — userId: 1, role: SUPER_ADMIN
2026-05-09 17:17:18 [http-nio-8080-exec-9] INFO  com.lmi.crm.auth.AuthController - POST /api/auth/login — success — userId: 1, role: SUPER_ADMIN
2026-05-09 17:17:59 [http-nio-8080-exec-10] DEBUG com.lmi.crm.config.JwtAuthFilter - JWT filter — GET /api/prospects
2026-05-09 17:17:59 [http-nio-8080-exec-10] DEBUG com.lmi.crm.config.JwtUtil - JWT validation passed
2026-05-09 17:17:59 [http-nio-8080-exec-10] DEBUG com.lmi.crm.config.JwtUtil - JWT extractUserId — userId: 1
2026-05-09 17:18:00 [http-nio-8080-exec-10] DEBUG com.lmi.crm.config.JwtAuthFilter - JWT filter — authenticated userId: 1, role: SUPER_ADMIN — GET /api/prospects
2026-05-09 17:18:00 [http-nio-8080-exec-10] INFO  c.l.crm.service.ProspectServiceImpl - getProspects — requestingUserId: 1, role: SUPER_ADMIN, getAll: true, typeFilter: PROSPECT, licenseeIdFilter: null, associateIdFilter: null, page: 0, limit: 5
2026-05-09 17:18:01 [http-nio-8080-exec-10] INFO  c.l.crm.service.ProspectServiceImpl - getProspects — requestingUserId: 1, overallTotal: 17, prospectCount: 17, clientCount: 0
2026-05-09 17:18:01 [http-nio-8080-exec-10] INFO  c.l.crm.service.ProspectServiceImpl - getProspects — getAll mode — requestingUserId: 1
2026-05-09 17:21:29 [scheduling-1] INFO  c.l.c.scheduler.ProtectionScheduler - Task reminder scheduler triggered
2026-05-09 17:23:17 [http-nio-8080-exec-3] DEBUG com.lmi.crm.config.JwtAuthFilter - JWT filter — GET /api/prospects
2026-05-09 17:23:17 [http-nio-8080-exec-3] DEBUG com.lmi.crm.config.JwtUtil - JWT validation passed
2026-05-09 17:23:17 [http-nio-8080-exec-3] DEBUG com.lmi.crm.config.JwtUtil - JWT extractUserId — userId: 1
2026-05-09 17:23:18 [http-nio-8080-exec-3] DEBUG com.lmi.crm.config.JwtAuthFilter - JWT filter — authenticated userId: 1, role: SUPER_ADMIN — GET /api/prospects
2026-05-09 17:23:18 [http-nio-8080-exec-3] INFO  c.l.crm.service.ProspectServiceImpl - getProspects — requestingUserId: 1, role: SUPER_ADMIN, getAll: true, typeFilter: PROSPECT, licenseeIdFilter: null, associateIdFilter: null, page: 0, limit: 5
2026-05-09 17:23:19 [http-nio-8080-exec-3] INFO  c.l.crm.service.ProspectServiceImpl - getProspects — requestingUserId: 1, overallTotal: 17, prospectCount: 17, clientCount: 0
2026-05-09 17:23:19 [http-nio-8080-exec-3] INFO  c.l.crm.service.ProspectServiceImpl - getProspects — getAll mode — requestingUserId: 1
2026-05-09 17:26:21 [restartedMain] INFO  com.lmi.crm.CrmApplication - Starting CrmApplication using Java 26.0.1 with PID 22282 (/Users/ajay/personal/lmi-crm/target/classes started by ajay in /Users/ajay/personal/lmi-crm)
2026-05-09 17:26:21 [restartedMain] DEBUG com.lmi.crm.CrmApplication - Running with Spring Boot v4.0.5, Spring v7.0.6
2026-05-09 17:26:21 [restartedMain] INFO  com.lmi.crm.CrmApplication - The following 1 profile is active: "local"
2026-05-09 17:26:22 [restartedMain] INFO  com.lmi.crm.CrmApplication - Starting CrmApplication using Java 26.0.1 with PID 63964 (/Users/ajay/personal/lmi-crm/target/classes started by ajay in /Users/ajay/personal/lmi-crm)
2026-05-09 17:26:22 [restartedMain] DEBUG com.lmi.crm.CrmApplication - Running with Spring Boot v4.0.5, Spring v7.0.6
2026-05-09 17:26:22 [restartedMain] INFO  com.lmi.crm.CrmApplication - The following 1 profile is active: "local"
2026-05-09 17:26:22 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2026-05-09 17:26:22 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2026-05-09 17:26:22 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/11.0.20]
2026-05-09 17:26:22 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2026-05-09 17:26:22 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2026-05-09 17:26:22 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/11.0.20]
2026-05-09 17:26:26 [restartedMain] DEBUG com.lmi.crm.config.JwtAuthFilter - Filter 'jwtAuthFilter' configured for use
2026-05-09 17:26:26 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2026-05-09 17:26:26 [scheduling-1] INFO  c.l.c.scheduler.ProtectionScheduler - Task reminder scheduler triggered
2026-05-09 17:26:26 [restartedMain] INFO  com.lmi.crm.CrmApplication - Started CrmApplication in 4.442 seconds (process running for 148349.107)
2026-05-09 17:26:26 [restartedMain] WARN  o.s.c.events.SpringDocAppInitializer - SpringDoc /v3/api-docs endpoint is enabled by default. To disable it in production, set the property 'springdoc.api-docs.enabled=false'
2026-05-09 17:26:26 [restartedMain] WARN  o.s.c.events.SpringDocAppInitializer - SpringDoc /swagger-ui.html endpoint is enabled by default. To disable it in production, set the property 'springdoc.swagger-ui.enabled=false'
2026-05-09 17:26:28 [restartedMain] DEBUG com.lmi.crm.config.JwtAuthFilter - Filter 'jwtAuthFilter' configured for use
2026-05-09 17:26:28 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2026-05-09 17:26:28 [restartedMain] WARN  o.s.b.w.s.s.c.AnnotationConfigServletWebServerApplicationContext - Exception encountered during context initialization - cancelling refresh attempt: org.springframework.context.ApplicationContextException: Failed to start bean 'webServerStartStop'
2026-05-09 17:26:29 [restartedMain] ERROR o.s.b.d.LoggingFailureAnalysisReporter - 

***************************
APPLICATION FAILED TO START
***************************

Description:

Web server failed to start. Port 8080 was already in use.

Action:

Identify and stop the process that's listening on port 8080 or configure this application to listen on another port.

2026-05-09 17:28:11 [restartedMain] INFO  com.lmi.crm.CrmApplication - Starting CrmApplication using Java 26.0.1 with PID 22312 (/Users/ajay/personal/lmi-crm/target/classes started by ajay in /Users/ajay/personal/lmi-crm)
2026-05-09 17:28:11 [restartedMain] DEBUG com.lmi.crm.CrmApplication - Running with Spring Boot v4.0.5, Spring v7.0.6
2026-05-09 17:28:11 [restartedMain] INFO  com.lmi.crm.CrmApplication - The following 1 profile is active: "local"
2026-05-09 17:28:12 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2026-05-09 17:28:12 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2026-05-09 17:28:12 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/11.0.20]
2026-05-09 17:28:17 [restartedMain] DEBUG com.lmi.crm.config.JwtAuthFilter - Filter 'jwtAuthFilter' configured for use
2026-05-09 17:28:17 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2026-05-09 17:28:17 [restartedMain] WARN  o.s.b.w.s.s.c.AnnotationConfigServletWebServerApplicationContext - Exception encountered during context initialization - cancelling refresh attempt: org.springframework.context.ApplicationContextException: Failed to start bean 'webServerStartStop'
2026-05-09 17:28:18 [restartedMain] ERROR o.s.b.d.LoggingFailureAnalysisReporter - 

***************************
APPLICATION FAILED TO START
***************************

Description:

Web server failed to start. Port 8080 was already in use.

Action:

Identify and stop the process that's listening on port 8080 or configure this application to listen on another port.

2026-05-09 17:28:31 [http-nio-8080-exec-2] INFO  o.a.c.c.C.[Tomcat-1].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2026-05-09 17:28:31 [http-nio-8080-exec-2] DEBUG com.lmi.crm.config.JwtAuthFilter - JWT filter — POST /api/auth/login
2026-05-09 17:28:31 [http-nio-8080-exec-2] DEBUG com.lmi.crm.config.JwtAuthFilter - JWT filter — no Bearer token, continuing as anonymous — POST /api/auth/login
2026-05-09 17:28:31 [http-nio-8080-exec-2] INFO  com.lmi.crm.auth.AuthController - POST /api/auth/login — identifier: 3ad660f15e4e36@sandbox.smtp.mailtrap.io
2026-05-09 17:28:31 [http-nio-8080-exec-2] DEBUG com.lmi.crm.auth.AuthServiceImpl - login — attempting — identifier: 3ad660f15e4e36@sandbox.smtp.mailtrap.io
2026-05-09 17:28:32 [http-nio-8080-exec-2] DEBUG com.lmi.crm.auth.AuthServiceImpl - login — user found — userId: 2, role: LICENSEE, status: ACTIVE
2026-05-09 17:28:32 [http-nio-8080-exec-2] DEBUG com.lmi.crm.config.JwtUtil - JWT generated — userId: 2, role: LICENSEE, expiresAt: Sun May 10 17:28:32 IST 2026
2026-05-09 17:28:32 [http-nio-8080-exec-2] INFO  com.lmi.crm.auth.AuthServiceImpl - login — success — userId: 2, role: LICENSEE
2026-05-09 17:28:32 [http-nio-8080-exec-2] INFO  com.lmi.crm.auth.AuthController - POST /api/auth/login — success — userId: 2, role: LICENSEE
2026-05-09 17:28:53 [http-nio-8080-exec-3] DEBUG com.lmi.crm.config.JwtAuthFilter - JWT filter — POST /api/auth/login
2026-05-09 17:28:53 [http-nio-8080-exec-3] DEBUG com.lmi.crm.config.JwtAuthFilter - JWT filter — no Bearer token, continuing as anonymous — POST /api/auth/login
2026-05-09 17:28:53 [http-nio-8080-exec-3] INFO  com.lmi.crm.auth.AuthController - POST /api/auth/login — identifier: 3ad660f15e4e36@sandbox.smtp.mailtrap.io
2026-05-09 17:28:53 [http-nio-8080-exec-3] DEBUG com.lmi.crm.auth.AuthServiceImpl - login — attempting — identifier: 3ad660f15e4e36@sandbox.smtp.mailtrap.io
2026-05-09 17:28:53 [http-nio-8080-exec-3] DEBUG com.lmi.crm.auth.AuthServiceImpl - login — user found — userId: 2, role: LICENSEE, status: ACTIVE
2026-05-09 17:28:53 [http-nio-8080-exec-3] DEBUG com.lmi.crm.config.JwtUtil - JWT generated — userId: 2, role: LICENSEE, expiresAt: Sun May 10 17:28:53 IST 2026
2026-05-09 17:28:53 [http-nio-8080-exec-3] INFO  com.lmi.crm.auth.AuthServiceImpl - login — success — userId: 2, role: LICENSEE
2026-05-09 17:28:53 [http-nio-8080-exec-3] INFO  com.lmi.crm.auth.AuthController - POST /api/auth/login — success — userId: 2, role: LICENSEE
2026-05-09 17:30:54 [restartedMain] INFO  com.lmi.crm.CrmApplication - Starting CrmApplication using Java 26.0.1 with PID 22431 (/Users/ajay/personal/lmi-crm/target/classes started by ajay in /Users/ajay/personal/lmi-crm)
2026-05-09 17:30:54 [restartedMain] DEBUG com.lmi.crm.CrmApplication - Running with Spring Boot v4.0.5, Spring v7.0.6
2026-05-09 17:30:54 [restartedMain] INFO  com.lmi.crm.CrmApplication - The following 1 profile is active: "local"
2026-05-09 17:30:55 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2026-05-09 17:30:55 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2026-05-09 17:30:55 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/11.0.20]
2026-05-09 17:31:00 [restartedMain] DEBUG com.lmi.crm.config.JwtAuthFilter - Filter 'jwtAuthFilter' configured for use
2026-05-09 17:31:00 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2026-05-09 17:31:00 [restartedMain] INFO  com.lmi.crm.CrmApplication - Started CrmApplication in 6.576 seconds (process running for 6.882)
2026-05-09 17:31:00 [restartedMain] WARN  o.s.c.events.SpringDocAppInitializer - SpringDoc /v3/api-docs endpoint is enabled by default. To disable it in production, set the property 'springdoc.api-docs.enabled=false'
2026-05-09 17:31:00 [scheduling-1] INFO  c.l.c.scheduler.ProtectionScheduler - Task reminder scheduler triggered
2026-05-09 17:31:00 [restartedMain] WARN  o.s.c.events.SpringDocAppInitializer - SpringDoc /swagger-ui.html endpoint is enabled by default. To disable it in production, set the property 'springdoc.swagger-ui.enabled=false'
2026-05-09 17:31:48 [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2026-05-09 17:31:48 [http-nio-8080-exec-1] DEBUG com.lmi.crm.config.JwtAuthFilter - JWT filter — POST /api/auth/login
2026-05-09 17:31:48 [http-nio-8080-exec-1] DEBUG com.lmi.crm.config.JwtAuthFilter - JWT filter — no Bearer token, continuing as anonymous — POST /api/auth/login
2026-05-09 17:31:48 [http-nio-8080-exec-1] INFO  com.lmi.crm.auth.AuthController - POST /api/auth/login — identifier: 3ad660f15e4e36@sandbox.smtp.mailtrap.io
2026-05-09 17:31:48 [http-nio-8080-exec-1] DEBUG com.lmi.crm.auth.AuthServiceImpl - login — attempting — identifier: 3ad660f15e4e36@sandbox.smtp.mailtrap.io
2026-05-09 17:31:49 [http-nio-8080-exec-1] DEBUG com.lmi.crm.auth.AuthServiceImpl - login — user found — userId: 2, role: LICENSEE, status: ACTIVE
2026-05-09 17:31:49 [http-nio-8080-exec-1] DEBUG com.lmi.crm.config.JwtUtil - JWT generated — userId: 2, role: LICENSEE, expiresAt: Sun May 10 17:31:49 IST 2026
2026-05-09 17:31:49 [http-nio-8080-exec-1] INFO  com.lmi.crm.auth.AuthServiceImpl - login — success — userId: 2, role: LICENSEE
2026-05-09 17:31:49 [http-nio-8080-exec-1] INFO  com.lmi.crm.auth.AuthController - POST /api/auth/login — success — userId: 2, role: LICENSEE
2026-05-09 17:32:01 [http-nio-8080-exec-3] DEBUG com.lmi.crm.config.JwtAuthFilter - JWT filter — GET /api/prospects
2026-05-09 17:32:01 [http-nio-8080-exec-3] DEBUG com.lmi.crm.config.JwtUtil - JWT validation passed
2026-05-09 17:32:01 [http-nio-8080-exec-3] DEBUG com.lmi.crm.config.JwtUtil - JWT extractUserId — userId: 2
2026-05-09 17:32:01 [http-nio-8080-exec-3] DEBUG com.lmi.crm.config.JwtAuthFilter - JWT filter — authenticated userId: 2, role: LICENSEE — GET /api/prospects
2026-05-09 17:32:02 [http-nio-8080-exec-3] INFO  c.l.crm.service.ProspectServiceImpl - getProspects — requestingUserId: 2, role: LICENSEE, getAll: true, typeFilter: PROSPECT, licenseeIdFilter: null, associateIdFilter: null, page: 0, limit: 5
